authorId,doi,decision,content
112860824,10.1007/3-540-48321-7,Rejected,Angry Lorem Ipsum
2575991,10.1007/3-540-48321-7,Accepted,Mild Lorem Ipsum
10344622,10.1007/s10270-008-0108-x,Accepted,Happy Lorem Ipsum
1727089,10.1007/s10270-008-0108-x,Rejected,Angry Lorem Ipsum
143614093,10.1007/s10270-008-0108-x,Accepted,Mild Lorem Ipsum
3482054,10.1007/978-3-642-28279-9_8,Accepted,Happy Lorem Ipsum
1765008,10.1007/978-3-642-28279-9_8,Rejected,Angry Lorem Ipsum
50545571,10.1007/978-3-642-28279-9_8,Accepted,Mild Lorem Ipsum
1699040,10.1007/978-3-642-11447-2_8,Accepted,Happy Lorem Ipsum
113472120,10.1007/978-3-642-11447-2_8,Rejected,Angry Lorem Ipsum
1771085,10.1007/978-3-642-11447-2_8,Accepted,Mild Lorem Ipsum
11212186,10.1007/3-540-44759-8_50,Accepted,Happy Lorem Ipsum
144947196,10.1007/3-540-44759-8_50,Rejected,Angry Lorem Ipsum
90974628,10.1007/3-540-44759-8_50,Accepted,Mild Lorem Ipsum
144982342,10.1007/978-3-540-45275-1_9,Accepted,Happy Lorem Ipsum
1688088,10.1007/978-3-540-45275-1_9,Rejected,Angry Lorem Ipsum
3092775,10.1007/978-3-540-45275-1_9,Accepted,Mild Lorem Ipsum
2531168,10.1016/S1571-0661(04)80885-5,Accepted,Happy Lorem Ipsum
47514353,10.1016/S1571-0661(04)80885-5,Rejected,Angry Lorem Ipsum
1782658,10.1016/S1571-0661(04)80885-5,Accepted,Mild Lorem Ipsum
1769158,10.1007/3-540-45758-5_11,Accepted,Happy Lorem Ipsum
143770269,10.1007/3-540-45758-5_11,Rejected,Angry Lorem Ipsum
3348152,10.1007/3-540-45758-5_11,Accepted,Mild Lorem Ipsum
2678093,10.1007/978-3-540-69534-9_23,Accepted,Happy Lorem Ipsum
2735060,10.1007/978-3-540-69534-9_23,Rejected,Angry Lorem Ipsum
97488691,10.1007/978-3-540-69534-9_23,Accepted,Mild Lorem Ipsum
1707683,10.1007/3-540-36596-6_9,Accepted,Happy Lorem Ipsum
2563310,10.1007/3-540-36596-6_9,Rejected,Angry Lorem Ipsum
2262624,10.1007/3-540-36596-6_9,Accepted,Mild Lorem Ipsum
2064084,10.1007/978-3-322-84795-9_13,Accepted,Happy Lorem Ipsum
1735168,10.1007/978-3-322-84795-9_13,Rejected,Angry Lorem Ipsum
49197184,10.1007/978-3-322-84795-9_13,Accepted,Mild Lorem Ipsum
3265575,10.1109/ASE.2000.873674,Accepted,Happy Lorem Ipsum
1733642,10.1109/ASE.2000.873674,Rejected,Angry Lorem Ipsum
5646717,10.1109/ASE.2000.873674,Accepted,Mild Lorem Ipsum
145042514,10.1007/3-540-48321-7_39,Accepted,Happy Lorem Ipsum
1399280285,10.1007/3-540-48321-7_39,Rejected,Angry Lorem Ipsum
1766205,10.1007/3-540-48321-7_39,Accepted,Mild Lorem Ipsum
1738395,10.1109/ADC.2001.904458,Accepted,Happy Lorem Ipsum
32766440,10.1109/ADC.2001.904458,Rejected,Angry Lorem Ipsum
1728262,10.1109/ADC.2001.904458,Accepted,Mild Lorem Ipsum
2009997,10.1109/APSEC.2002.1182975,Accepted,Happy Lorem Ipsum
38394648,10.1109/APSEC.2002.1182975,Rejected,Angry Lorem Ipsum
145026304,10.1109/APSEC.2002.1182975,Accepted,Mild Lorem Ipsum
2198192,10.1007/978-0-387-35693-8_4,Accepted,Happy Lorem Ipsum
48515293,10.1007/978-0-387-35693-8_4,Rejected,Angry Lorem Ipsum
1807548,10.1007/978-0-387-35693-8_4,Accepted,Mild Lorem Ipsum
144415372,10.1023/A:1013112907978,Accepted,Happy Lorem Ipsum
1762321,10.1023/A:1013112907978,Rejected,Angry Lorem Ipsum
1751275,10.1023/A:1013112907978,Accepted,Mild Lorem Ipsum
144988756,10.1007/s10115-019-01402-w,Accepted,Happy Lorem Ipsum
2881947,10.1007/s10115-019-01402-w,Rejected,Angry Lorem Ipsum
9237613,10.1007/s10115-019-01402-w,Accepted,Mild Lorem Ipsum
48579553,10.1007/3-540-36596-6_8,Accepted,Happy Lorem Ipsum
133931911,10.1007/3-540-36596-6_8,Rejected,Angry Lorem Ipsum
145296772,10.1007/3-540-36596-6_8,Accepted,Mild Lorem Ipsum
70092252,10.1007/978-3-030-32409-4_14,Accepted,Happy Lorem Ipsum
2490667,10.1007/978-3-030-32409-4_14,Rejected,Angry Lorem Ipsum
4072715,10.1007/978-3-030-32409-4_14,Accepted,Mild Lorem Ipsum
48489571,10.1007/978-3-540-75563-0_15,Accepted,Happy Lorem Ipsum
2219928,10.1007/978-3-540-75563-0_15,Rejected,Angry Lorem Ipsum
1753612,10.1007/978-3-540-75563-0_15,Accepted,Mild Lorem Ipsum
3337217,10.1016/S1571-0661(04)00306-8,Accepted,Happy Lorem Ipsum
46533019,10.1016/S1571-0661(04)00306-8,Rejected,Angry Lorem Ipsum
36996741,10.1016/S1571-0661(04)00306-8,Accepted,Mild Lorem Ipsum
144189700,10.1016/j.jss.2009.03.009,Accepted,Happy Lorem Ipsum
144262338,10.1016/j.jss.2009.03.009,Rejected,Angry Lorem Ipsum
40598966,10.1016/j.jss.2009.03.009,Accepted,Mild Lorem Ipsum
150128494,10.1016/j.datak.2011.01.003,Accepted,Happy Lorem Ipsum
1644105295,10.1016/j.datak.2011.01.003,Rejected,Angry Lorem Ipsum
33592627,10.1016/j.datak.2011.01.003,Accepted,Mild Lorem Ipsum
2123294,10.1007/978-3-540-75209-7_14,Accepted,Happy Lorem Ipsum
2666202,10.1007/978-3-540-75209-7_14,Rejected,Angry Lorem Ipsum
1403883894,10.1007/978-3-540-75209-7_14,Accepted,Mild Lorem Ipsum
1402167441,10.1023/A:1026153912205,Accepted,Happy Lorem Ipsum
52108601,10.1023/A:1026153912205,Rejected,Angry Lorem Ipsum
1755090,10.1023/A:1026153912205,Accepted,Mild Lorem Ipsum
73026957,10.1007/978-3-540-72677-7_20,Accepted,Happy Lorem Ipsum
46205097,10.1007/978-3-540-72677-7_20,Rejected,Angry Lorem Ipsum
1717004,10.1007/978-3-540-72677-7_20,Accepted,Mild Lorem Ipsum
144763796,10.1007/s00236-009-0096-5,Accepted,Happy Lorem Ipsum
2315161,10.1007/s00236-009-0096-5,Rejected,Angry Lorem Ipsum
22171376,10.1007/s00236-009-0096-5,Accepted,Mild Lorem Ipsum
1757605,10.1080/23311916.2016.1243982,Accepted,Happy Lorem Ipsum
2778492,10.1080/23311916.2016.1243982,Rejected,Angry Lorem Ipsum
145007287,10.1080/23311916.2016.1243982,Accepted,Mild Lorem Ipsum
144433010,10.1007/s10878-012-9545-0,Accepted,Happy Lorem Ipsum
3236602,10.1007/s10878-012-9545-0,Rejected,Angry Lorem Ipsum
1749553,10.1007/s10878-012-9545-0,Accepted,Mild Lorem Ipsum
1786192,10.1007/S11766-014-3138-X,Accepted,Happy Lorem Ipsum
2499350,10.1007/S11766-014-3138-X,Rejected,Angry Lorem Ipsum
145340797,10.1007/S11766-014-3138-X,Accepted,Mild Lorem Ipsum
47362147,10.1007/978-3-642-29700-7_9,Accepted,Happy Lorem Ipsum
50359909,10.1007/978-3-642-29700-7_9,Rejected,Angry Lorem Ipsum
1725228,10.1007/978-3-642-29700-7_9,Accepted,Mild Lorem Ipsum
144640169,10.1142/S1793042119500672,Accepted,Happy Lorem Ipsum
1807115,10.1142/S1793042119500672,Rejected,Angry Lorem Ipsum
48614220,10.1142/S1793042119500672,Accepted,Mild Lorem Ipsum
144005516,10.1109/IPDPS.2010.5470458,Accepted,Happy Lorem Ipsum
1398963563,10.1109/IPDPS.2010.5470458,Rejected,Angry Lorem Ipsum
2283111,10.1109/IPDPS.2010.5470458,Accepted,Mild Lorem Ipsum
3273400,10.1016/j.ejc.2007.10.005,Accepted,Happy Lorem Ipsum
34652814,10.1016/j.ejc.2007.10.005,Rejected,Angry Lorem Ipsum
2276326,10.1016/j.ejc.2007.10.005,Accepted,Mild Lorem Ipsum
30877725,10.1007/s00236-008-0072-5,Accepted,Happy Lorem Ipsum
3289148,10.1007/s00236-008-0072-5,Rejected,Angry Lorem Ipsum
83900548,10.1007/s00236-008-0072-5,Accepted,Mild Lorem Ipsum
47661535,10.1007/978-3-319-06251-8_11,Accepted,Happy Lorem Ipsum
145466767,10.1007/978-3-319-06251-8_11,Rejected,Angry Lorem Ipsum
1752317,10.1007/978-3-319-06251-8_11,Accepted,Mild Lorem Ipsum
49455232,10.1007/978-3-642-33314-9_17,Accepted,Happy Lorem Ipsum
2300795,10.1007/978-3-642-33314-9_17,Rejected,Angry Lorem Ipsum
144023658,10.1007/978-3-642-33314-9_17,Accepted,Mild Lorem Ipsum
1731772,10.1007/978-3-319-24704-5_17,Accepted,Happy Lorem Ipsum
30671081,10.1007/978-3-319-24704-5_17,Rejected,Angry Lorem Ipsum
1751411,10.1007/978-3-319-24704-5_17,Accepted,Mild Lorem Ipsum
52585755,10.1007/978-3-319-19797-5_12,Accepted,Happy Lorem Ipsum
1687116,10.1007/978-3-319-19797-5_12,Rejected,Angry Lorem Ipsum
50819289,10.1007/978-3-319-19797-5_12,Accepted,Mild Lorem Ipsum
144752340,10.1007/978-3-642-21070-9_9,Accepted,Happy Lorem Ipsum
1716633,10.1007/978-3-642-21070-9_9,Rejected,Angry Lorem Ipsum
1405187616,10.1007/978-3-642-21070-9_9,Accepted,Mild Lorem Ipsum
1728881,10.1016/j.jlamp.2016.12.002,Accepted,Happy Lorem Ipsum
144979865,10.1016/j.jlamp.2016.12.002,Rejected,Angry Lorem Ipsum
2613051,10.1016/j.jlamp.2016.12.002,Accepted,Mild Lorem Ipsum
2236416,10.1007/978-3-642-13321-3_4,Accepted,Happy Lorem Ipsum
102740123,10.1007/978-3-642-13321-3_4,Rejected,Angry Lorem Ipsum
2435721,10.1007/978-3-642-13321-3_4,Accepted,Mild Lorem Ipsum
3217421,10.1016/j.jlap.2013.02.001,Accepted,Happy Lorem Ipsum
47305546,10.1016/j.jlap.2013.02.001,Rejected,Angry Lorem Ipsum
144467574,10.1016/j.jlap.2013.02.001,Accepted,Mild Lorem Ipsum
2616817,10.1016/j.jlamp.2015.12.001,Accepted,Happy Lorem Ipsum
2990780,10.1016/j.jlamp.2015.12.001,Rejected,Angry Lorem Ipsum
143687367,10.1016/j.jlamp.2015.12.001,Accepted,Mild Lorem Ipsum
39566113,10.1016/j.jlap.2012.05.001,Accepted,Happy Lorem Ipsum
1380212226,10.1016/j.jlap.2012.05.001,Rejected,Angry Lorem Ipsum
4447040,10.1016/j.jlap.2012.05.001,Accepted,Mild Lorem Ipsum
16077215,10.1016/j.ejor.2010.09.006,Accepted,Happy Lorem Ipsum
9004047,10.1016/j.ejor.2010.09.006,Rejected,Angry Lorem Ipsum
78522684,10.1016/j.ejor.2010.09.006,Accepted,Mild Lorem Ipsum
1685896,10.1016/j.ejor.2012.11.025,Accepted,Happy Lorem Ipsum
32285483,10.1016/j.ejor.2012.11.025,Rejected,Angry Lorem Ipsum
1684387,10.1016/j.ejor.2012.11.025,Accepted,Mild Lorem Ipsum
33257231,10.1007/BF00264291,Accepted,Happy Lorem Ipsum
2215811,10.1007/BF00264291,Rejected,Angry Lorem Ipsum
144682958,10.1007/BF00264291,Accepted,Mild Lorem Ipsum
6487119,10.1007/springerreference_22315,Accepted,Happy Lorem Ipsum
46407584,10.1007/springerreference_22315,Rejected,Angry Lorem Ipsum
36262870,10.1007/springerreference_22315,Accepted,Mild Lorem Ipsum
145628322,10.1007/978-3-319-47099-3_16,Accepted,Happy Lorem Ipsum
2496798,10.1007/978-3-319-47099-3_16,Rejected,Angry Lorem Ipsum
1767280,10.1007/978-3-319-47099-3_16,Accepted,Mild Lorem Ipsum
1806574,10.1007/978-3-662-44043-8_7,Accepted,Happy Lorem Ipsum
1987805,10.1007/978-3-662-44043-8_7,Rejected,Angry Lorem Ipsum
2311453,10.1007/978-3-662-44043-8_7,Accepted,Mild Lorem Ipsum
2500881,10.1145/1937117.1937127,Accepted,Happy Lorem Ipsum
2077399,10.1145/1937117.1937127,Rejected,Angry Lorem Ipsum
3844766,10.1145/1937117.1937127,Accepted,Mild Lorem Ipsum
1403320509,10.2514/6.2010-8102,Accepted,Happy Lorem Ipsum
1775692,10.2514/6.2010-8102,Rejected,Angry Lorem Ipsum
34582591,10.2514/6.2010-8102,Accepted,Mild Lorem Ipsum
1414457036,10.1007/978-3-319-17701-4_3,Accepted,Happy Lorem Ipsum
144197814,10.1007/978-3-319-17701-4_3,Rejected,Angry Lorem Ipsum
69482821,10.1007/978-3-319-17701-4_3,Accepted,Mild Lorem Ipsum
2005715247,10.18297/ETD/1349,Accepted,Happy Lorem Ipsum
144568749,10.18297/ETD/1349,Rejected,Angry Lorem Ipsum
1696569,10.18297/ETD/1349,Accepted,Mild Lorem Ipsum
2588447,10.3384/DISS.DIVA-116346,Accepted,Happy Lorem Ipsum
143797080,10.3384/DISS.DIVA-116346,Rejected,Angry Lorem Ipsum
40637427,10.3384/DISS.DIVA-116346,Accepted,Mild Lorem Ipsum
2655854,10.4018/978-1-5225-2845-6.CH007,Accepted,Happy Lorem Ipsum
11127970,10.4018/978-1-5225-2845-6.CH007,Rejected,Angry Lorem Ipsum
51313918,10.4018/978-1-5225-2845-6.CH007,Accepted,Mild Lorem Ipsum
1862544,10.1007/978-1-84882-555-0_11,Accepted,Happy Lorem Ipsum
1706043,10.1007/978-1-84882-555-0_11,Rejected,Angry Lorem Ipsum
1708207,10.1007/978-1-84882-555-0_11,Accepted,Mild Lorem Ipsum
143620286,10.20851/SIDS-20,Accepted,Happy Lorem Ipsum
48108524,10.20851/SIDS-20,Rejected,Angry Lorem Ipsum
1686360,10.20851/SIDS-20,Accepted,Mild Lorem Ipsum
1691736,10.1007/978-3-642-96707-8,Accepted,Happy Lorem Ipsum
143786875,10.1007/978-3-642-96707-8,Rejected,Angry Lorem Ipsum
2641704,10.1007/978-3-642-96707-8,Accepted,Mild Lorem Ipsum
34971643,10.1007/978-3-8351-9101-3_27,Accepted,Happy Lorem Ipsum
3429876,10.1007/978-3-8351-9101-3_27,Rejected,Angry Lorem Ipsum
1802601,10.1007/978-3-8351-9101-3_27,Accepted,Mild Lorem Ipsum
3200026,10.1007/978-1-84882-555-0_9,Accepted,Happy Lorem Ipsum
3000774,10.1007/978-1-84882-555-0_9,Rejected,Angry Lorem Ipsum
145854700,10.1007/978-1-84882-555-0_9,Accepted,Mild Lorem Ipsum
1721198,10.1007/978-3-319-64110-2,Accepted,Happy Lorem Ipsum
145564854,10.1007/978-3-319-64110-2,Rejected,Angry Lorem Ipsum
2078527,10.1007/978-3-319-64110-2,Accepted,Mild Lorem Ipsum
2582221,10.1007/978-3-658-01628-9_14,Accepted,Happy Lorem Ipsum
2251725,10.1007/978-3-658-01628-9_14,Rejected,Angry Lorem Ipsum
143974778,10.1007/978-3-658-01628-9_14,Accepted,Mild Lorem Ipsum
2234046,10.1016/j.ins.2011.07.004,Accepted,Happy Lorem Ipsum
2463129,10.1016/j.ins.2011.07.004,Rejected,Angry Lorem Ipsum
1832847890,10.1016/j.ins.2011.07.004,Accepted,Mild Lorem Ipsum
7530572,10.3929/ETHZ-A-004751228,Accepted,Happy Lorem Ipsum
27442024,10.3929/ETHZ-A-004751228,Rejected,Angry Lorem Ipsum
2887017,10.3929/ETHZ-A-004751228,Accepted,Mild Lorem Ipsum
144336524,10.1007/978-981-10-5107-4_1,Accepted,Happy Lorem Ipsum
143863761,10.1007/978-981-10-5107-4_1,Rejected,Angry Lorem Ipsum
1792305,10.1007/978-981-10-5107-4_1,Accepted,Mild Lorem Ipsum
3197902,10.1007/978-3-642-59412-0_8,Accepted,Happy Lorem Ipsum
120639934,10.1007/978-3-642-59412-0_8,Rejected,Angry Lorem Ipsum
1882045,10.1007/978-3-642-59412-0_8,Accepted,Mild Lorem Ipsum
2613669,10.1007/BF00288728,Accepted,Happy Lorem Ipsum
39230600,10.1007/BF00288728,Rejected,Angry Lorem Ipsum
1799409,10.1007/BF00288728,Accepted,Mild Lorem Ipsum
1771654,10.1007/BF00976239,Accepted,Happy Lorem Ipsum
94840119,10.1007/BF00976239,Rejected,Angry Lorem Ipsum
1751264,10.1007/BF00976239,Accepted,Mild Lorem Ipsum
145527709,10.1145/3386323,Accepted,Happy Lorem Ipsum
145484765,10.1145/3386323,Rejected,Angry Lorem Ipsum
2712160,10.1145/3386323,Accepted,Mild Lorem Ipsum
39049821,10.1145/1289971.1289976,Accepted,Happy Lorem Ipsum
1422198350,10.1145/1289971.1289976,Rejected,Angry Lorem Ipsum
1697955,10.1145/1289971.1289976,Accepted,Mild Lorem Ipsum
90708531,10.1201/B16812-82,Accepted,Happy Lorem Ipsum
38425305,10.1201/B16812-82,Rejected,Angry Lorem Ipsum
2980764,10.1201/B16812-82,Accepted,Mild Lorem Ipsum
1721040,10.1002/9781118567210.CH10,Accepted,Happy Lorem Ipsum
33636576,10.1002/9781118567210.CH10,Rejected,Angry Lorem Ipsum
48325916,10.1002/9781118567210.CH10,Accepted,Mild Lorem Ipsum
144601530,10.1145/1283920.1283934,Accepted,Happy Lorem Ipsum
1964532,10.1145/1283920.1283934,Rejected,Angry Lorem Ipsum
48971300,10.1145/1283920.1283934,Accepted,Mild Lorem Ipsum
1808492,10.1145/800022.808308,Accepted,Happy Lorem Ipsum
39838235,10.1145/800022.808308,Rejected,Angry Lorem Ipsum
16958489,10.1145/800022.808308,Accepted,Mild Lorem Ipsum
117530092,10.1109/CIT.2007.68,Accepted,Happy Lorem Ipsum
145338728,10.1109/CIT.2007.68,Rejected,Angry Lorem Ipsum
46663785,10.1109/CIT.2007.68,Accepted,Mild Lorem Ipsum
2368149,10.3929/ETHZ-A-009997273,Accepted,Happy Lorem Ipsum
74995248,10.3929/ETHZ-A-009997273,Rejected,Angry Lorem Ipsum
144188736,10.3929/ETHZ-A-009997273,Accepted,Mild Lorem Ipsum
145061330,10.1007/978-3-642-59412-0_28,Accepted,Happy Lorem Ipsum
144660350,10.1007/978-3-642-59412-0_28,Rejected,Angry Lorem Ipsum
49762842,10.1007/978-3-642-59412-0_28,Accepted,Mild Lorem Ipsum
144682958,10.1007/978-3-540-31958-0_13,Accepted,Happy Lorem Ipsum
1932449,10.1007/978-3-540-31958-0_13,Rejected,Angry Lorem Ipsum
1804567,10.1007/978-3-540-31958-0_13,Accepted,Mild Lorem Ipsum
34752863,10.1007/BF00289504,Accepted,Happy Lorem Ipsum
143652402,10.1007/BF00289504,Rejected,Angry Lorem Ipsum
2737721,10.1007/BF00289504,Accepted,Mild Lorem Ipsum
46234955,10.1016/j.ic.2010.01.004,Accepted,Happy Lorem Ipsum
